client_id,payment_status,bill_amt,paid_amt,month
120,0,50254,2000,8
121,2,46004,1000,8
122,1,0,0,8
123,1,0,0,8
124,2,304991,13019,8
126,1,0,0,8
127,0,110151,3568,8
128,0,163736,4655,8
129,0,3347,1000,8
131,1,4000,5645,8
132,1,95,2622,8
134,0,227389,8210,8
135,0,28452,2000,8
137,0,17444,2500,8
139,-1,752,300,8
140,0,50801,2360,8
142,-1,1832,0,8
144,-2,12159,10000,8
145,-1,1199,15586,8
146,0,4999,1000,8
147,0,19269,1661,8
148,1,197236,8000,8
149,1,9168,1650,8
150,1,-1100,0,8
151,0,86627,3455,8
152,0,42444,30000,8
154,0,208775,8042,8
158,0,196031,7300,8
159,2,115785,10478,8
160,3,12854,0,8
161,2,24357,3500,8
162,2,390,390,8
163,-1,1234,396,8
165,0,21148,3000,8
166,0,101640,5500,8
167,-2,6093,15383,8
171,0,37695,5000,8
172,-1,688,3288,8
173,-1,8567,15000,8
174,1,-709,0,8
175,1,0,0,8
176,1,64617,3000,8
177,-2,6187,504,8
178,1,48860,0,8
180,0,77883,5800,8
181,-1,12212,15000,8
182,0,49608,12500,8
183,0,56422,70010,8
185,0,10642,1200,8
186,1,14483,0,8
187,1,2616,57087,8
189,1,0,5396,8
191,0,59901,10020,8
192,2,19625,1342,8
193,-1,11386,199,8
194,-1,14670,37867,8
197,-2,0,0,8
198,0,18553,1500,8
200,1,29010,1000,8
201,-2,750,0,8
203,-1,13424,10000,8
204,0,107314,5000,8
205,0,226430,9100,8
207,-1,390,1473,8
208,-1,3088,1586,8
210,-1,8872,4345,8
211,0,105607,5000,8
212,1,0,0,8
213,0,38257,1700,8
214,0,28347,3036,8
215,2,296573,13000,8
216,-1,390,390,8
217,1,-946,0,8
219,0,89989,4000,8
221,2,105167,12000,8
222,0,335196,12388,8
223,0,291619,12019,8
225,1,52626,0,8
226,0,130370,6530,8
227,-1,3265,2686,8
228,0,16455,1609,8
231,0,35084,2090,8
232,1,20235,0,8
235,0,58203,1506,8
237,0,127402,4500,8
239,0,234205,10116,8
240,0,19346,3000,8
242,0,47174,1800,8
243,0,26655,1800,8
245,-1,142,355,8
246,0,19816,1601,8
247,0,52874,1631,8
248,0,37767,1788,8
249,0,46140,2504,8
250,0,35713,1561,8
251,1,50867,1710,8
253,0,101551,5366,8
254,0,70243,7042,8
255,-1,19532,3127,8
256,0,27699,1565,8
258,-1,8015,2453,8
259,0,62170,0,8
260,2,210380,10000,8
261,0,78331,40010,8
262,0,49276,1602,8
263,-1,4473,4664,8
264,-2,2283,51315,8
265,-1,10115,258,8
266,-1,6156,0,8
272,-1,1082,0,8
273,1,0,0,8
276,0,68699,4483,8
277,2,171,2728,8
278,-1,1156,316,8
279,0,50859,2007,8
280,0,103109,4000,8
281,0,1512,1000,8
282,0,127543,10063,8
283,0,163935,7722,8
284,0,53494,4173,8
285,0,195126,5000,8
287,2,60502,3276,8
288,0,180641,8610,8
290,0,8751,1295,8
291,-1,898,898,8
292,1,0,0,8
293,3,1700,1100,8
295,1,0,0,8
296,0,194353,9000,8
299,0,58983,2755,8
301,0,99209,3490,8
302,-2,0,0,8
304,0,11968,2800,8
305,-1,871,665,8
306,-2,432,3220,8
307,-1,10483,23962,8
308,1,0,5215,8
309,2,9720,1200,8
310,-1,20847,13809,8
311,-1,3697,1000,8
312,0,143301,7000,8
313,0,10934,3000,8
315,0,55734,1631,8
316,0,49507,1970,8
317,0,47819,2200,8
319,3,48522,3754,8
320,1,-2,0,8
321,1,58362,2500,8
322,0,172180,21105,8
323,-1,1399,1070,8
324,0,26361,1710,8
325,0,93029,10000,8
328,2,24898,3800,8
329,-2,50396,44665,8
330,2,99855,5200,8
331,1,-179,1000,8
332,0,9559,3000,8
333,1,10540,0,8
335,0,20571,1323,8
336,0,143464,5795,8
338,-2,390,0,8
341,-2,92,92,8
342,0,5916,1212,8
343,-1,2393,0,8
346,-1,3097,0,8
347,-1,1370,4210,8
348,0,47081,3000,8
349,0,138119,6600,8
350,0,17893,1411,8
351,0,39128,1541,8
352,1,-14386,10118,8
354,0,77057,3177,8
355,2,15899,3400,8
356,-1,27679,1481,8
357,0,141315,6349,8
358,0,194314,9010,8
360,-1,49657,291,8
361,4,507726,10000,8
362,0,71305,2589,8
363,4,45734,0,8
364,1,0,0,8
365,-2,761,300,8
366,1,-9,1529,8
368,-1,2887,0,8
369,1,0,0,8
371,2,83538,0,8
373,0,34302,1640,8
377,1,20518,0,8
378,-1,10833,14000,8
379,0,69937,3500,8
380,0,20526,2000,8
381,0,89055,4200,8
382,2,1894,1500,8
384,-1,2948,1105,8
386,0,338106,15000,8
387,1,0,80000,8
388,-1,63144,3500,8
389,0,153249,7900,8
391,1,0,0,8
392,1,-1312,38621,8
394,0,20110,3000,8
395,-1,38000,25000,8
396,0,142428,10000,8
397,0,40810,2502,8
398,-2,0,0,8
399,0,104701,4002,8
401,0,156362,5233,8
403,-1,1464,2091,8
404,0,27879,1774,8
405,2,160432,7500,8
406,-2,3858,2690,8
407,0,26476,6000,8
408,1,507062,325,8
409,0,55607,11404,8
410,0,168382,10000,8
411,1,29332,0,8
413,1,0,0,8
414,1,13668,0,8
415,-2,14867,26734,8
416,-1,22500,5000,8
418,0,14811,2000,8
419,0,44338,3629,8
420,1,0,0,8
421,2,25265,1500,8
422,0,169661,8071,8
423,-1,10237,2795,8
424,2,104978,4500,8
426,-1,11262,0,8
429,0,70119,3600,8
430,0,212601,6000,8
432,0,304867,13007,8
433,0,48123,2500,8
434,0,159760,6422,8
435,0,9210,6015,8
437,-1,14072,0,8
438,0,61807,2300,8
439,0,51044,2500,8
440,0,77024,3212,8
443,1,0,0,8
444,0,122923,5704,8
445,0,246135,12026,8
446,0,37304,1600,8
448,-1,46122,1260,8
449,0,38564,5000,8
450,0,96304,4505,8
451,1,0,0,8
452,2,467150,0,8
453,0,255691,14000,8
454,0,156786,179,8
455,0,78129,2500,8
457,1,71034,0,8
458,-1,23974,1800,8
459,-1,819,18163,8
461,0,152510,5657,8
462,-1,1689,8638,8
463,0,20807,80000,8
464,0,30141,120093,8
465,1,0,0,8
466,-1,208459,7536,8
468,0,28114,1610,8
470,-1,6160,3276,8
472,0,366193,14020,8
473,-1,2927,2790,8
474,1,29295,1800,8
475,-1,4158,2682,8
476,0,27199,1900,8
477,0,50893,1800,8
478,0,66759,2518,8
479,-1,600,0,8
481,0,44930,120041,8
483,0,41264,2112,8
484,1,77604,1700,8
486,0,177554,7600,8
487,-1,6865,15111,8
489,-1,396,1648,8
492,2,28703,1300,8
495,0,8574,1203,8
496,-1,508,1000,8
497,0,203183,7521,8
498,0,16440,7403,8
499,-1,66,0,8
500,0,15912,1623,8
504,0,19161,2000,8
505,-2,0,0,8
508,0,42238,2500,8
509,0,21507,1700,8
510,-1,884,0,8
511,-1,1261,1261,8
512,-1,240,240,8
513,-1,20223,53228,8
514,2,29509,2000,8
517,0,68739,3060,8
519,1,10250,0,8
520,0,93844,6000,8
521,0,16496,1597,8
522,1,-58,33049,8
523,-1,1210,390,8
524,0,111496,6022,8
526,-1,1692,13250,8
527,1,18649,0,8
529,1,-8,0,8
531,0,34549,2836,8
532,0,97538,2454,8
533,0,4073,2400,8
534,2,53849,2050,8
535,-2,2411,3068,8
536,-1,480,1675,8
537,0,330759,13100,8
538,0,92007,5417,8
539,0,3257,1000,8
540,1,92638,600,8
541,-1,399,0,8
542,1,0,0,8
543,2,28778,0,8
544,0,30092,1553,8
545,-1,12339,10000,8
549,-1,2403,7357,8
551,0,4657,1500,8
552,-1,28204,0,8
553,0,50715,2500,8
554,1,0,6370,8
557,-2,5233,5401,8
558,0,65299,11000,8
559,0,17208,2055,8
560,0,57192,2800,8
561,-1,5780,12006,8
562,-2,640,2231,8
563,-1,631,2790,8
564,-1,108351,8005,8
565,2,834,1,8
567,0,13141,1600,8
568,-1,7071,1510,8
569,0,35429,1537,8
570,0,18751,1000,8
571,1,55788,8394,8
575,-1,3367,4641,8
576,2,279610,13000,8
577,-1,475,475,8
578,-1,5994,13647,8
580,-2,7797,2687,8
581,1,0,780,8
582,-1,35785,15155,8
583,-1,1433,3757,8
584,0,77766,4000,8
586,0,14603,1600,8
587,1,0,0,8
590,-1,5841,23194,8
591,0,30341,5000,8
592,0,83255,4000,8
593,0,34976,1127,8
595,0,56700,2681,8
596,0,144678,5090,8
598,1,0,0,8
599,2,79243,3249,8
602,-1,390,390,8
603,0,17862,1323,8
604,2,26450,3007,8
605,1,0,0,8
606,1,22746,0,8
607,0,9214,1351,8
609,-2,3996,9120,8
614,2,36650,0,8
615,1,115049,6000,8
616,0,21724,2100,8
617,1,0,0,8
618,0,137807,5000,8
620,0,80833,3315,8
621,0,36146,3000,8
622,-1,340,0,8
624,1,0,0,8
625,-1,491,0,8
627,0,60040,2600,8
628,-1,660,660,8
629,0,29434,1465,8
630,-1,4430,7193,8
631,-1,1440,0,8
632,0,26795,2000,8
633,0,16591,1155,8
635,0,46486,4086,8
638,0,21986,1362,8
639,-1,60125,1981,8
640,0,56364,3000,8
642,0,100143,2500,8
643,0,46255,5000,8
644,0,276436,20000,8
646,1,214450,5180,8
648,0,77615,3100,8
649,2,186149,0,8
650,8,21075,0,8
654,1,-200,0,8
655,0,8177,2500,8
656,-2,2082,3597,8
657,0,13820,2000,8
658,0,46923,2500,8
661,-2,14150,8106,8
663,-1,1034,40000,8
664,0,5137,1300,8
665,0,24114,2000,8
668,0,25078,1500,8
670,2,5766,2000,8
671,2,99568,33000,8
672,0,12857,1541,8
673,2,96193,3600,8
675,0,97797,4520,8
676,2,64762,0,8
678,0,71989,52129,8
679,-1,3345,1087,8
680,-1,29033,1283,8
684,0,106468,8000,8
685,0,247276,10000,8
686,-1,1548,0,8
687,-1,780,0,8
688,0,162671,7500,8
689,0,123049,4310,8
692,-1,1170,0,8
693,2,159398,6163,8
694,0,55664,5800,8
696,-2,0,0,8
697,0,27966,1267,8
698,-1,8792,0,8
699,-2,28026,41346,8
700,0,43610,1655,8
701,-2,0,8235,8
702,-1,5780,105,8
703,0,8109,2000,8
704,1,52515,0,8
705,1,22582,4600,8
706,-1,15448,1500,8
707,1,58102,2500,8
709,0,10476,1000,8
710,0,16326,1441,8
711,0,17681,1611,8
712,0,47912,1755,8
714,1,0,1690,8
715,-2,203,770,8
716,0,34962,1613,8
717,0,80964,4000,8
718,0,69418,2382,8
719,1,0,0,8
720,0,45174,3000,8
721,0,23892,5300,8
722,0,7960,2000,8
723,1,0,3338,8
724,-1,9192,13942,8
725,0,25935,2000,8
726,0,7139,1400,8
728,-2,-14,2582,8
729,0,49549,90000,8
730,-1,546,0,8
731,0,9935,1234,8
732,0,152856,6000,8
735,0,46132,2306,8
736,-2,27345,1041,8
737,0,101593,4000,8
738,0,142764,6540,8
739,0,92849,4346,8
741,0,109863,4380,8
743,0,56764,2115,8
747,0,10821,1221,8
748,0,280823,11000,8
750,8,37647,0,8
751,1,0,0,8
752,2,84710,4000,8
753,0,48036,2100,8
754,-1,43346,4006,8
755,-1,873,1005,8
756,0,110163,5600,8
757,0,4113,2000,8
760,0,31319,1564,8
761,1,43343,1300,8
762,-1,197,0,8
763,-1,7967,67650,8
764,-1,19450,0,8
765,0,240878,10000,8
766,-1,2115,1117,8
767,0,81665,2460,8
768,-1,11442,3738,8
769,-1,158,0,8
771,-1,10733,15206,8
772,-1,316,316,8
773,0,11026,1174,8
774,0,113869,5498,8
775,-1,7363,39,8
776,1,29649,0,8
777,-2,12716,16244,8
778,-1,1438,1261,8
779,2,47858,2500,8
781,0,40732,5000,8
782,-1,819,2184,8
783,2,79580,3790,8
784,1,0,0,8
785,0,87764,2630,8
786,1,31421,22157,8
787,-1,929,328,8
788,-1,2648,200,8
789,0,11894,1284,8
791,1,25382,1800,8
792,1,-54,600,8
794,1,-288,0,8
796,0,97062,2800,8
797,-2,0,0,8
798,0,13801,1372,8
799,2,15355,3164,8
801,-1,385,13032,8
802,4,20610,0,8
803,-1,2000,780,8
806,0,25239,1713,8
808,0,16754,2400,8
809,0,31061,1750,8
810,0,2694,35888,8
811,0,70096,8100,8
812,0,99259,5000,8
813,1,0,0,8
814,-1,24921,2000,8
815,1,66055,3000,8
817,2,54968,0,8
819,-1,2605,2605,8
821,-1,780,0,8
822,1,48861,2000,8
823,-1,55336,5085,8
824,0,20243,1410,8
825,0,11058,2000,8
826,1,0,7042,8
827,1,27087,0,8
829,-1,3035,199646,8
830,0,20944,2360,8
831,-1,2007,2000,8
832,8,24310,0,8
833,0,152478,3001,8
834,-1,550,0,8
835,0,17246,2000,8
836,-1,1598,2487,8
837,2,22895,1600,8
838,0,15069,1600,8
839,0,88948,30000,8
840,1,0,0,8
841,1,79318,2000,8
844,1,0,0,8
845,0,315201,25000,8
846,-1,4290,4738,8
847,-2,205064,0,8
848,2,47647,3700,8
849,4,151117,6500,8
850,-1,726,0,8
851,0,20035,2000,8
852,1,29095,2500,8
853,0,30400,500,8
854,0,44733,2100,8
857,0,26461,3400,8
859,0,131041,7000,8
863,2,2450,0,8
864,0,15915,2330,8
865,0,43515,1739,8
866,0,28234,1484,8
868,0,29109,0,8
869,0,105192,3000,8
870,0,310403,12012,8
872,0,35660,2000,8
873,-2,13655,8351,8
874,-1,4453,3310,8
876,0,30606,1800,8
878,-1,5924,5174,8
879,0,23587,1800,8
880,2,15294,1300,8
881,-1,4935,0,8
882,1,0,0,8
883,0,224020,8750,8
884,0,47917,1988,8
885,0,51737,2930,8
887,-2,1544,1300,8
888,-1,2488,13476,8
891,-1,772,340,8
892,1,13611,3019,8
893,0,28408,1259,8
896,-2,100,100,8
898,2,131864,5600,8
899,0,11315,1212,8
901,-2,0,2500,8
904,0,154970,0,8
906,-1,27772,3136,8
908,0,22431,1500,8
910,0,79837,27465,8
911,2,86014,8300,8
912,-1,386405,25016,8
913,0,68075,3000,8
915,0,19882,1352,8
918,1,0,0,8
922,0,27245,1800,8
923,0,8481,4980,8
924,-1,1371,796,8
925,0,27391,1767,8
926,-2,11392,3500,8
927,0,5902,1122,8
928,0,50342,1896,8
929,-2,10737,21197,8
930,-2,1242,4034,8
932,-1,9955,3465,8
933,2,1989,0,8
934,2,7851,1500,8
935,0,16906,1314,8
936,0,21062,2000,8
937,0,47585,10000,8
938,1,11874,0,8
939,1,15548,0,8
941,0,42543,1900,8
943,-1,4785,3523,8
944,2,1200,0,8
946,0,15854,1000,8
947,0,219099,8131,8
948,0,47069,2169,8
950,-1,2000,0,8
951,-1,12897,2011,8
953,-2,10889,29987,8
954,-1,3135,2833,8
955,-1,2410,2151,8
957,0,21780,1325,8
958,-1,6206,1120,8
959,-1,4439,33891,8
962,-1,396,396,8
964,-1,27826,1600,8
965,0,14937,3027,8
966,0,294827,20007,8
967,1,0,0,8
968,-1,996,4102,8
969,0,42784,3000,8
970,0,74189,2000,8
971,-1,11973,20979,8
973,2,10159,2710,8
975,0,134203,5000,8
976,0,49609,2100,8
977,1,6174,2000,8
978,-1,666,662,8
979,0,5591,1126,8
980,-1,148747,5500,8
982,8,34423,0,8
983,-2,45106,81690,8
985,-2,49860,2500,8
988,-2,0,0,8
989,2,286732,10792,8
990,1,62847,2100,8
991,0,58300,7876,8
992,-1,1215,0,8
993,0,57376,2200,8
994,0,279846,7004,8
995,1,0,0,8
996,-2,-200,0,8
997,0,39716,1600,8
998,1,0,0,8
1000,2,113348,0,8
1001,0,94453,3320,8
1002,0,81865,5000,8
1003,-1,4989,0,8
1004,1,0,0,8
1005,-2,456,9664,8
1006,-1,2937,2024,8
1007,-1,1371,4077,8
1011,0,164736,8833,8
1012,-1,2744,2051,8
1013,-1,29747,30323,8
1014,0,79148,2000,8
1019,1,-55,0,8
1020,-1,4148,0,8
1022,0,142827,5000,8
1023,-2,138398,5000,8
1024,-1,9918,1219,8
1025,-2,4040,4068,8
1026,0,153099,7005,8
1027,0,62198,1600,8
1029,1,-5,3470,8
1032,-1,764,1105,8
1033,-1,652,0,8
1034,0,64195,3000,8
1036,1,43356,0,8
1038,0,149698,4834,8
1039,0,43979,2000,8
1040,-1,2562,8769,8
1042,2,1292,3951,8
1043,0,55349,2096,8
1045,2,16233,5383,8
1046,0,26847,2500,8
1047,0,162105,10000,8
1049,-2,3000,3300,8
1050,0,34704,2011,8
1051,2,279,0,8
1052,0,10000,10000,8
1054,0,70476,2700,8
1056,0,18852,1500,8
1058,0,15890,2000,8
1059,0,20255,6000,8
1061,0,9928,1500,8
1062,0,10750,1507,8
1063,0,284204,10261,8
1064,0,120151,4229,8
1065,2,29278,1600,8
1066,0,21586,239104,8
1068,-1,291,291,8
1069,-1,2159,1086,8
1070,0,32691,4500,8
1071,-1,1477,3710,8
1073,-1,148341,8405,8
1075,1,-19,3913,8
1077,0,204198,7434,8
1078,-1,172041,58761,8
1079,-1,316,316,8
1080,1,2384,3603,8
1081,0,61383,1908,8
1082,1,8425,0,8
1084,1,47054,2000,8
1088,1,0,342,8
1089,0,28786,1500,8
1090,0,36513,2500,8
1091,0,22578,1397,8
1093,1,198510,0,8
1095,1,48657,0,8
1098,1,0,0,8
1099,-1,390,0,8
1100,0,36802,2000,8
1101,1,5816,13,8
1102,0,24238,3462,8
1103,0,18256,2934,8
1104,-2,1723,6876,8
1105,1,18648,0,8
1106,-1,6614,49094,8
1110,1,31089,0,8
1111,1,83687,3900,8
1112,-1,3424,155,8
1113,0,84148,5006,8
1114,0,12633,80004,8
1116,-2,11862,1861,8
1117,0,80463,3348,8
1118,1,18738,20,8
1119,1,-150,0,8
1120,1,-9,907,8
1121,2,176502,8000,8
1122,1,19977,2000,8
1123,0,48221,2571,8
1124,0,18012,1385,8
1125,-2,75912,10000,8
1126,-1,2285,0,8
1128,-1,2995,2406,8
1129,1,0,0,8
1130,0,47053,1842,8
1131,0,234328,8913,8
1132,1,0,3346,8
1133,3,256402,17944,8
1134,2,45159,4700,8
1135,1,15764,500,8
1137,-1,2522,0,8
1138,0,19339,1703,8
1139,0,109006,4500,8
1141,0,3400,1000,8
1143,-1,8432,3746,8
1144,-1,2515,0,8
1145,2,98845,4600,8
1146,2,127418,10400,8
1151,-1,396,590,8
1152,1,191493,1000,8
1153,2,50420,2500,8
1154,-1,10705,1000,8
1155,1,19739,0,8
1156,-1,8760,5932,8
1157,-1,3820,2640,8
1159,-1,4052,0,8
1162,-2,5990,1677,8
1165,-1,780,0,8
1166,2,137606,6000,8
1168,0,47822,2009,8
1169,-1,3526,6687,8
1170,0,1445,2000,8
1171,0,9305,4800,8
1173,-1,20000,3450,8
1174,-1,666,666,8
1175,0,81764,20167,8
1176,2,10022,3000,8
1177,0,14536,1700,8
1178,0,97474,2932,8
1179,0,50958,2042,8
1180,0,49144,1500,8
1181,-1,1874,0,8
1182,2,386301,17000,8
1183,2,81998,4003,8
1184,0,194241,12000,8
1185,0,410033,16088,8
1187,-1,1261,2835,8
1188,-1,1232,1846,8
1191,0,3093,2000,8
1193,-1,381,3406,8
1194,0,123337,11202,8
1195,0,100036,4702,8
1196,-2,710,666,8
1197,0,81841,4100,8
1198,-1,29547,0,8
1199,0,142836,7000,8
1201,0,108300,5000,8
1202,0,30101,2000,8
1203,0,247279,10005,8
1204,2,2516,0,8
1205,0,106724,4037,8
1206,0,209807,5088,8
1207,2,21024,1400,8
1208,0,50612,10023,8
1209,0,51802,3000,8
1210,-1,3675,19316,8
1213,-1,1312,1318,8
1214,0,63677,2000,8
1215,-1,4134,2134,8
1216,0,164634,7326,8
1217,-2,16230,0,8
1219,0,8537,1200,8
1221,0,97043,2000,8
1222,-1,3019,1479,8
1224,-1,3260,2270,8
1225,0,20297,1240,8
1226,0,19624,1000,8
1227,-1,5325,5,8
1229,0,12770,2500,8
1231,0,50834,2200,8
1232,0,18314,2700,8
1233,0,45717,3000,8
1234,-1,326,326,8
1235,0,270276,11000,8
1236,0,26278,1700,8
1237,2,23901,4146,8
1240,-1,2890,9796,8
1241,-1,140,94,8
1242,2,18317,0,8
1243,-2,0,0,8
1244,2,110537,0,8
1245,0,7877,1174,8
1247,2,74298,7000,8
1248,-1,2667,2667,8
1249,0,67414,10000,8
1251,0,225400,9000,8
1252,0,65935,1011,8
1253,0,15829,1600,8
1254,0,44953,3000,8
1255,0,194301,10744,8
1257,-2,416,371,8
1258,-1,950,4369,8
1260,2,49946,0,8
1261,0,45000,3000,8
1263,0,45335,1524,8
1264,-1,264,1000,8
1265,0,122286,5008,8
1267,0,194961,7200,8
1268,1,24208,1500,8
1269,-1,16241,1000,8
1270,0,20730,1582,8
1271,0,49017,2500,8
1272,1,9532,0,8
1273,-1,21160,8162,8
1274,-1,10658,1072,8
1276,-1,416,416,8
1277,-2,17189,6026,8
1278,0,25060,2000,8
1279,0,24581,1728,8
1280,-2,-200,0,8
1281,0,38635,3031,8
1283,0,91226,4182,8
1285,0,96190,3513,8
1286,0,12200,1518,8
1287,0,64982,3000,8
1288,-2,13780,12300,8
1290,0,108491,5800,8
1291,0,6733,0,8
1292,0,12197,1600,8
1293,1,-2,760,8
1296,0,113801,5017,8
1298,-2,6626,2476,8
1299,0,16936,1303,8
1301,3,56807,0,8
1302,0,10012,2452,8
1303,0,50332,4210,8
1304,2,133572,6169,8
1305,0,7160,1300,8
1306,-1,435,435,8
1307,-1,853,3128,8
1308,-1,390,0,8
1309,0,6470,2654,8
1311,3,26295,1500,8
1312,3,18937,0,8
1313,0,21460,3000,8
1314,0,29860,10000,8
1315,2,8014,1200,8
1316,-1,1600,5012,8
1317,-2,4214,6378,8
1318,0,26637,1490,8
1320,-1,17454,24890,8
1321,-2,6466,6266,8
1323,0,179851,10005,8
1324,1,-5,1140,8
1325,0,45964,2000,8
1326,2,316,316,8
1328,0,4745,1257,8
1329,0,109326,5600,8
1332,0,48072,2518,8
1333,1,0,0,8
1335,-2,-140,28232,8
1337,2,42583,2000,8
1341,-1,7697,20071,8
1342,-2,267,6817,8
1344,2,1041,10758,8
1346,1,77785,0,8
1347,0,172184,7583,8
1348,0,440474,18000,8
1349,-1,19357,5032,8
1350,1,8184,0,8
1352,-1,7791,1000,8
1354,0,23182,2000,8
1355,0,9877,1140,8
1356,0,24758,1273,8
1357,0,41815,2100,8
1358,2,16726,3000,8
1359,0,495559,10218,8
1360,0,147113,5000,8
1362,-1,14943,2888,8
1363,2,244738,12000,8
1364,1,191,1964,8
1365,0,14682,3200,8
1367,-1,399,2101,8
1368,0,42678,1500,8
1369,2,126195,6000,8
1370,1,10350,0,8
1373,2,1250,0,8
1374,0,67857,3000,8
1376,-2,0,0,8
1377,0,11351,1150,8
1378,-1,325,294,8
1379,0,192461,7822,8
1380,1,71661,0,8
1382,0,15743,1300,8
1383,0,108316,4600,8
1385,0,22854,9000,8
1388,1,14112,3520,8
1389,0,75190,100000,8
1394,0,19990,1438,8
1395,-2,67505,2000,8
1396,-2,1663,0,8
1397,1,108580,0,8
1398,0,5157,1012,8
1399,2,14815,1264,8
1400,0,34422,1544,8
1401,0,20755,2000,8
1402,2,30573,0,8
1403,0,4221,2500,8
1404,-1,5613,11606,8
1405,-1,8385,27,8
1406,-1,6608,10017,8
1407,-2,2179,6440,8
1408,0,79021,4023,8
1409,0,165040,6809,8
1410,-2,1569,565,8
1411,-2,467,2050,8
1412,-1,8940,6271,8
1413,-1,184,1522,8
1414,-1,2816,7608,8
1417,-1,4882,14630,8
1418,-2,2673,0,8
1419,0,48206,2120,8
1420,-2,19200,10000,8
1421,0,6618,1900,8
1422,0,12218,6000,8
1423,0,122750,4966,8
1424,1,0,0,8
1425,0,80919,9000,8
1426,-1,316,316,8
1427,-2,470,740,8
1428,2,17757,0,8
1430,0,80610,6502,8
1431,0,50486,2200,8
1432,2,50886,2200,8
1433,2,189567,9000,8
1434,0,17420,2000,8
1435,-1,21043,1196,8
1436,2,33752,0,8
1438,0,187610,8500,8
1440,0,133622,4752,8
1441,0,48432,5000,8
1442,0,17420,1236,8
1443,-1,780,0,8
1444,-1,3556,5020,8
1446,2,69602,0,8
1447,1,0,732,8
1450,0,61600,3300,8
1451,0,11273,1520,8
1452,-1,413,486,8
1453,-2,1583,2134,8
1454,0,17384,1500,8
1455,0,33195,1600,8
1456,0,17104,1613,8
1458,1,-984,4500,8
1461,2,1050,0,8
1463,0,157607,7194,8
1467,1,0,0,8
1468,-1,1081,148,8
1469,-1,1761,2816,8
1470,1,0,0,8
1471,0,10529,2688,8
1472,0,19277,5000,8
1473,0,40434,2000,8
1474,-1,326,652,8
1475,0,101006,5300,8
1476,0,142149,6534,8
1477,-1,1747,12957,8
1478,0,27560,1159,8
1479,1,0,0,8
1480,1,-32,0,8
1482,0,3924,1099,8
1484,-1,389,389,8
1485,0,71358,3280,8
1486,2,2400,0,8
1488,0,48979,5070,8
1490,0,10532,2800,8
1492,0,155684,6525,8
1493,2,43533,1700,8
1494,-1,12458,7545,8
1495,0,23800,1246,8
1496,2,75960,2000,8
1498,0,59955,2260,8
1499,1,2551,3044,8
1500,1,6274,0,8
1501,0,7806,1295,8
1502,1,0,0,8
1504,0,50356,2000,8
1505,0,7246,1155,8
1507,-1,629,351,8
1508,1,26223,0,8
1509,0,482250,18093,8
1511,0,184676,7900,8
1512,2,15736,1284,8
1514,1,0,0,8
1515,0,19433,1700,8
1516,1,6526,783,8
1518,2,178367,5000,8
1519,2,232523,16500,8
1520,0,171141,5700,8
1521,2,337981,17181,8
1522,3,9744,1500,8
1523,0,81111,3500,8
1525,-1,1988,0,8
1526,-1,11916,0,8
1527,0,87525,4200,8
1529,1,-284,0,8
1530,-1,147,686,8
1531,-2,16922,2555,8
