client_id,credit_given,gender,education,marital_status,month,default
26717,490000,1,1,2,10,0
16829,230000,1,2,1,10,0
12810,180000,2,1,2,10,1
197,150000,2,2,1,10,0
14132,60000,1,2,2,10,0
8532,50000,1,1,2,10,0
16502,10000,1,2,2,10,0
7618,80000,2,2,2,10,1
27071,230000,1,1,2,10,0
3026,20000,1,2,1,10,0
21214,360000,1,3,2,10,0
21421,50000,2,2,2,10,1
5370,390000,2,2,1,10,0
16532,50000,1,2,2,10,0
24059,90000,1,4,2,10,0
23442,270000,2,1,1,10,0
17927,10000,1,2,1,10,1
20254,170000,2,2,1,10,0
5960,50000,2,2,2,10,0
3918,260000,1,1,1,10,1
3523,50000,1,1,2,10,0
28230,400000,2,2,2,10,1
28324,180000,2,2,1,10,1
16924,20000,1,2,2,10,0
9327,360000,1,1,2,10,0
25660,160000,2,2,1,10,0
22748,220000,2,2,1,10,0
23011,230000,2,2,1,10,1
23762,180000,2,2,2,10,0
21319,660000,1,1,2,10,0
11004,30000,1,2,1,10,0
20113,280000,2,2,2,10,0
28377,50000,2,2,1,10,0
6764,190000,2,3,1,10,0
24157,50000,1,1,2,10,0
19217,50000,2,2,2,10,0
22352,150000,2,1,1,10,0
15037,280000,1,2,2,10,0
26709,50000,1,1,2,10,0
23053,120000,2,1,2,10,1
4764,230000,2,2,1,10,0
2352,580000,1,1,1,10,0
29717,50000,1,3,1,10,1
3082,280000,2,2,1,10,0
1417,30000,2,3,2,10,0
21730,50000,2,2,1,10,0
23736,230000,2,2,2,10,0
23828,280000,2,2,1,10,1
15706,50000,1,2,2,10,0
3719,20000,2,2,1,10,0
26330,350000,2,2,2,10,0
23806,150000,2,2,1,10,0
9317,120000,2,2,2,10,1
23249,80000,2,3,1,10,0
9140,130000,2,2,2,10,0
8635,230000,1,2,2,10,0
4458,450000,2,2,1,10,0
15155,30000,2,2,2,10,1
21698,50000,2,1,2,10,0
7711,160000,1,2,2,10,0
15141,50000,1,3,1,10,1
29951,220000,1,1,1,10,0
28561,400000,2,1,2,10,1
29240,20000,1,2,2,10,0
18815,140000,2,1,2,10,0
14382,230000,2,1,2,10,0
20172,120000,2,2,2,10,1
23154,180000,2,2,2,10,0
11403,160000,1,1,1,10,0
25371,200000,2,1,2,10,0
26654,30000,1,5,2,10,0
23474,450000,2,1,2,10,0
26933,130000,1,2,1,10,1
6946,50000,1,2,2,10,1
14855,50000,1,2,2,10,0
17955,200000,1,2,1,10,0
24412,190000,1,2,2,10,0
9919,100000,1,2,1,10,1
15781,130000,2,1,2,10,0
22808,370000,2,2,1,10,0
5227,50000,2,2,2,10,0
23500,140000,2,2,1,10,0
19547,30000,2,2,2,10,0
17108,50000,2,3,1,10,0
27033,50000,1,3,1,10,0
5824,50000,2,2,2,10,0
21745,150000,2,1,2,10,0
14861,80000,2,3,1,10,0
24206,190000,1,3,2,10,0
26124,220000,2,2,2,10,0
17302,50000,2,1,1,10,0
27360,140000,1,2,1,10,0
1124,200000,2,2,1,10,0
19337,390000,2,2,2,10,0
15316,300000,2,1,2,10,0
4706,150000,2,2,3,10,0
9197,170000,2,2,1,10,1
28042,200000,2,1,2,10,0
29923,150000,1,2,1,10,0
24258,30000,1,1,1,10,1
7431,210000,2,2,1,10,0
1354,30000,2,3,1,10,0
13914,400000,2,1,2,10,0
7194,150000,2,2,2,10,1
15890,70000,2,2,2,10,0
22194,150000,2,1,2,10,0
19312,360000,2,2,1,10,0
17431,360000,2,1,1,10,0
21281,80000,1,2,1,10,1
4546,250000,2,2,1,10,0
22090,60000,2,1,2,10,0
19512,210000,2,1,2,10,0
9939,120000,1,2,2,10,0
3706,80000,2,3,2,10,0
28017,140000,2,2,1,10,1
12327,240000,2,1,2,10,0
12763,500000,1,1,1,10,0
18809,210000,2,1,2,10,0
16173,30000,2,2,2,10,0
3068,310000,2,1,1,10,1
19507,80000,2,2,1,10,0
10599,150000,1,5,2,10,0
11400,110000,1,2,1,10,0
18640,70000,2,2,2,10,1
27591,300000,1,2,1,10,0
14728,110000,2,2,1,10,1
20347,60000,2,3,1,10,0
16891,300000,1,2,2,10,0
4020,30000,2,2,1,10,1
304,20000,2,1,2,10,1
2899,20000,1,1,2,10,1
29133,330000,2,1,1,10,1
18842,130000,2,2,1,10,0
25486,250000,2,1,2,10,0
14976,50000,1,1,1,10,1
26510,500000,2,3,1,10,0
27745,50000,2,1,2,10,0
10467,70000,2,2,1,10,0
3444,500000,2,1,1,10,0
19022,60000,2,2,1,10,1
14006,500000,1,1,1,10,0
6815,110000,1,2,2,10,0
5833,300000,1,1,1,10,0
28627,80000,2,2,2,10,0
2519,200000,2,1,1,10,0
2967,50000,1,3,1,10,0
8547,20000,1,2,2,10,0
14043,110000,2,3,2,10,1
7045,200000,2,2,1,10,0
5889,180000,1,2,1,10,0
14342,300000,2,2,1,10,0
21934,290000,2,2,2,10,0
3674,20000,1,3,1,10,1
4839,50000,2,2,2,10,1
20388,10000,1,1,2,10,1
10593,80000,1,2,2,10,0
17308,360000,2,2,2,10,1
6726,200000,1,1,1,10,1
21682,20000,2,1,2,10,0
12996,50000,2,2,2,10,0
14331,150000,2,3,1,10,1
7384,60000,1,2,1,10,0
27937,80000,2,2,1,10,0
13627,40000,1,2,1,10,0
12901,150000,2,3,1,10,1
27718,100000,2,1,2,10,0
3165,50000,1,1,2,10,0
13832,250000,1,1,2,10,0
3177,160000,1,2,2,10,0
4198,160000,2,2,2,10,0
10683,480000,2,1,2,10,0
16299,30000,2,2,2,10,0
7931,440000,2,2,1,10,1
9577,20000,1,2,1,10,1
10917,10000,2,3,2,10,0
8463,380000,1,2,2,10,0
2127,210000,2,1,2,10,0
277,460000,1,1,1,10,1
12082,360000,1,1,2,10,0
18040,30000,1,2,1,10,0
6534,20000,1,2,2,10,0
5522,30000,2,1,2,10,0
24821,180000,1,2,1,10,0
9857,20000,2,1,2,10,1
8770,340000,2,3,2,10,0
26790,50000,1,3,2,10,0
2548,20000,1,3,2,10,0
4223,30000,1,1,2,10,0
2742,90000,1,2,2,10,0
3766,20000,2,2,2,10,0
5854,50000,2,2,2,10,1
28655,160000,2,3,2,10,0
27184,150000,1,1,2,10,0
3960,20000,1,3,2,10,0
5290,60000,2,2,1,10,0
27061,20000,1,3,1,10,0
28565,100000,2,1,1,10,0
6651,50000,2,2,1,10,0
25716,110000,2,2,1,10,0
9831,240000,1,2,2,10,0
15443,60000,1,2,2,10,0
14133,220000,2,2,1,10,1
16211,20000,2,2,1,10,0
29636,20000,1,2,2,10,0
25309,170000,2,2,0,10,0
12380,140000,2,2,2,10,0
23094,80000,2,2,1,10,1
12212,60000,1,2,1,10,1
26731,40000,1,1,2,10,0
240,140000,2,2,3,10,1
22707,230000,2,2,2,10,0
20225,50000,2,3,1,10,0
17691,360000,2,1,1,10,0
23572,370000,2,2,1,10,0
11422,140000,1,3,1,10,0
20816,110000,1,3,1,10,0
22792,220000,2,2,1,10,1
15377,230000,2,2,2,10,0
19983,300000,2,1,1,10,1
16511,40000,1,1,2,10,0
14697,300000,2,1,2,10,0
24711,30000,1,3,2,10,1
18488,140000,2,2,2,10,0
15104,420000,1,1,2,10,0
12177,50000,1,3,1,10,1
27117,100000,1,3,2,10,0
3098,280000,2,1,1,10,0
9272,60000,1,1,2,10,1
16979,100000,2,1,1,10,1
21844,70000,2,2,1,10,1
5587,150000,2,2,2,10,0
26197,310000,2,2,1,10,0
500,20000,1,1,1,10,0
7057,100000,1,1,2,10,1
24026,20000,1,2,1,10,1
7729,180000,2,1,1,10,0
27786,420000,2,2,2,10,0
13347,210000,2,1,1,10,1
24131,200000,1,1,2,10,0
15446,50000,1,1,2,10,0
4507,80000,2,5,1,10,0
4722,240000,2,1,2,10,0
21583,20000,2,3,2,10,1
26491,60000,2,2,1,10,0
13800,20000,1,2,2,10,0
13611,280000,2,1,1,10,0
6872,360000,1,1,1,10,0
14917,280000,2,1,1,10,0
1959,220000,2,1,1,10,0
24772,20000,1,2,2,10,0
28990,240000,2,2,1,10,0
27603,400000,2,1,2,10,0
25647,430000,2,1,2,10,0
3750,130000,2,2,2,10,0
10638,50000,1,2,2,10,0
20575,160000,1,1,1,10,0
7460,260000,2,2,2,10,0
18280,190000,1,1,1,10,0
3297,20000,2,2,2,10,0
13867,30000,1,3,1,10,0
21062,300000,1,2,2,10,0
16571,20000,1,2,2,10,1
29737,500000,1,2,1,10,0
11455,500000,2,1,1,10,0
1292,20000,2,3,1,10,0
22926,200000,2,5,1,10,0
13183,200000,1,1,2,10,0
25130,320000,1,1,2,10,0
19639,340000,2,4,2,10,0
26152,200000,2,5,1,10,0
922,50000,2,1,2,10,0
21239,360000,1,1,2,10,0
24389,490000,1,1,1,10,0
26120,200000,2,3,1,10,1
8960,180000,2,1,1,10,0
28468,260000,2,2,1,10,0
10508,360000,2,1,2,10,1
21995,170000,2,1,2,10,0
29317,80000,1,3,2,10,0
22669,160000,2,2,1,10,0
18297,20000,2,3,1,10,1
13919,130000,1,1,2,10,0
23541,360000,2,2,2,10,0
16694,250000,1,1,2,10,1
2210,50000,2,2,1,10,0
8241,70000,2,2,1,10,0
28351,500000,2,3,2,10,0
16760,80000,1,2,1,10,0
2870,300000,2,1,1,10,0
22343,290000,2,1,2,10,0
12618,80000,2,3,2,10,0
11862,50000,2,1,2,10,0
19356,580000,2,2,2,10,0
22840,120000,2,3,1,10,0
13363,50000,1,2,3,10,0
20166,150000,2,1,1,10,0
13794,140000,1,1,2,10,0
4074,120000,1,2,2,10,0
20824,70000,1,3,2,10,1
14458,10000,1,2,3,10,1
29982,50000,1,2,1,10,0
8019,90000,2,2,2,10,0
24900,90000,1,1,2,10,1
23347,240000,2,1,2,10,0
27910,210000,2,1,2,10,1
4703,200000,2,3,1,10,1
16936,200000,1,2,1,10,0
11865,50000,1,2,1,10,0
20745,450000,1,1,1,10,1
29414,100000,1,2,2,10,1
7591,70000,2,2,2,10,0
7972,200000,1,2,1,10,0
539,50000,2,1,2,10,0
6064,320000,2,1,2,10,0
21924,110000,2,2,2,10,0
14314,60000,2,2,2,10,1
27118,360000,1,3,1,10,0
1936,460000,2,2,2,10,0
28144,220000,2,1,1,10,0
7876,160000,2,1,1,10,0
23430,500000,2,1,2,10,0
27205,130000,1,3,1,10,0
16626,50000,1,1,2,10,1
7683,240000,1,3,1,10,0
27731,30000,2,2,2,10,1
13726,300000,1,2,2,10,0
29214,20000,1,2,2,10,1
3410,500000,2,2,1,10,0
8447,80000,1,1,2,10,1
2599,300000,2,5,1,10,0
25522,400000,2,1,1,10,0
26941,280000,1,5,1,10,0
22381,200000,2,1,2,10,0
19734,170000,2,2,2,10,0
4675,400000,2,1,1,10,1
12773,70000,2,2,2,10,1
25324,150000,2,2,2,10,0
4142,50000,2,3,1,10,0
3134,210000,2,2,1,10,1
16481,30000,2,3,1,10,1
11603,10000,1,1,1,10,0
17489,50000,2,2,1,10,1
4932,30000,2,2,1,10,1
9257,20000,2,3,1,10,1
11011,450000,2,1,2,10,1
21391,190000,1,3,1,10,0
21439,150000,2,2,2,10,0
24505,100000,1,2,1,10,1
18784,420000,2,1,2,10,0
22632,400000,2,3,2,10,0
9171,70000,2,2,2,10,1
27932,190000,2,1,2,10,0
8866,500000,2,1,1,10,1
21545,10000,2,2,2,10,0
12096,120000,1,1,2,10,0
24742,50000,1,2,1,10,0
21036,50000,1,1,2,10,0
20819,130000,1,2,1,10,0
16967,260000,1,1,1,10,0
24311,360000,1,1,1,10,1
22460,170000,2,2,1,10,0
19358,30000,2,3,1,10,0
11012,220000,1,2,2,10,0
16668,20000,1,2,1,10,1
27487,30000,1,2,1,10,1
26227,100000,2,2,1,10,0
16845,240000,1,1,1,10,1
29808,50000,1,2,1,10,0
20979,50000,1,2,1,10,0
20595,50000,1,2,1,10,1
4159,150000,2,1,2,10,0
10326,30000,2,2,1,10,1
7468,460000,1,1,1,10,0
24471,400000,1,2,1,10,0
18119,210000,1,2,1,10,0
22875,170000,2,1,2,10,0
9902,250000,2,1,2,10,1
15140,410000,1,2,1,10,1
13424,50000,2,2,1,10,1
17482,40000,2,2,2,10,0
7480,50000,1,2,2,10,0
22200,100000,2,2,1,10,0
1551,170000,1,2,1,10,1
12091,50000,1,2,2,10,0
12037,200000,2,1,2,10,0
15713,170000,1,2,1,10,0
24071,80000,1,2,2,10,0
24671,360000,1,2,1,10,0
17759,20000,2,3,1,10,1
24177,110000,1,2,1,10,0
3826,500000,2,2,2,10,0
9380,20000,1,3,2,10,1
19299,220000,2,3,2,10,0
21176,40000,1,1,1,10,0
21185,140000,1,2,1,10,0
7619,130000,1,2,1,10,0
2353,20000,1,2,1,10,1
13254,20000,1,1,1,10,1
9447,200000,2,2,1,10,0
26288,230000,2,1,1,10,0
15210,70000,2,2,1,10,0
1545,360000,2,2,2,10,1
23449,30000,2,6,2,10,0
2564,20000,2,2,1,10,0
20436,20000,1,2,2,10,0
18211,210000,1,2,1,10,0
320,180000,1,2,2,10,0
27892,50000,2,2,1,10,0
5708,20000,2,5,1,10,0
28681,180000,2,1,2,10,0
8311,310000,2,1,2,10,0
20532,70000,1,1,2,10,0
28298,30000,2,2,1,10,1
1251,270000,1,2,2,10,0
13085,190000,2,2,3,10,0
26922,720000,1,1,1,10,1
3057,200000,1,3,0,10,0
1573,110000,2,2,1,10,0
21483,490000,2,2,2,10,0
8099,50000,2,2,1,10,0
13119,140000,2,1,1,10,0
14595,200000,2,1,1,10,0
25119,500000,1,1,1,10,0
24556,100000,1,1,1,10,0
23303,300000,2,2,1,10,0
10011,150000,2,2,2,10,0
22844,50000,2,2,1,10,1
9924,60000,1,2,2,10,0
15588,50000,1,2,2,10,0
18585,80000,2,2,1,10,0
22171,100000,2,1,2,10,0
12874,20000,1,2,2,10,1
19888,20000,2,1,1,10,1
16349,500000,2,1,2,10,0
11191,50000,1,3,2,10,0
16018,50000,2,2,1,10,0
27475,360000,1,3,1,10,0
2050,210000,2,2,1,10,0
11117,100000,1,2,1,10,0
3623,100000,1,1,1,10,0
15990,80000,2,3,1,10,0
15584,20000,1,3,1,10,1
26650,10000,1,2,2,10,0
926,180000,1,1,2,10,1
22073,80000,2,1,2,10,0
11389,10000,1,3,2,10,1
12018,50000,2,2,1,10,1
21690,80000,2,3,1,10,0
26367,230000,2,1,2,10,0
1023,210000,2,3,1,10,0
12685,170000,2,1,2,10,0
14277,10000,1,2,2,10,1
7519,160000,1,2,2,10,0
5967,100000,1,2,2,10,0
2546,40000,1,1,2,10,1
25527,300000,2,1,2,10,0
10064,140000,1,3,1,10,0
15872,30000,2,2,2,10,0
19129,50000,2,3,1,10,0
9971,30000,1,2,2,10,1
28807,390000,2,1,2,10,1
28890,300000,2,4,2,10,0
9645,210000,1,2,1,10,0
63,50000,1,1,2,10,1
6947,220000,2,2,1,10,1
14838,500000,1,1,2,10,0
6581,20000,1,1,2,10,0
7199,20000,1,1,1,10,0
14273,60000,2,2,3,10,1
18877,60000,2,2,1,10,1
27489,30000,1,3,2,10,0
19097,50000,2,2,1,10,0
12317,250000,1,1,2,10,0
11238,20000,1,2,1,10,0
18350,50000,2,3,2,10,1
9421,260000,1,1,2,10,0
5448,240000,2,1,1,10,0
2054,140000,1,3,1,10,0
246,20000,2,2,2,10,0
9905,30000,2,3,2,10,1
17415,230000,2,0,2,10,0
28772,360000,2,1,1,10,0
26589,80000,2,3,1,10,1
6089,90000,2,2,2,10,1
7583,100000,2,1,1,10,1
7616,30000,2,3,2,10,0
27661,50000,2,2,2,10,0
4355,50000,2,1,2,10,0
27585,110000,1,2,2,10,1
15143,20000,2,3,2,10,0
25403,80000,2,2,1,10,1
8448,70000,2,2,2,10,1
18496,100000,2,1,2,10,0
24415,360000,1,2,1,10,0
11932,320000,2,2,2,10,0
12743,170000,2,2,2,10,0
10742,360000,1,2,1,10,1
14193,230000,2,1,2,10,0
7153,210000,2,1,1,10,0
12209,10000,1,2,2,10,0
19417,270000,2,1,1,10,1
5618,50000,2,2,2,10,0
7278,150000,2,1,1,10,1
14599,200000,2,2,1,10,1
18766,200000,2,1,1,10,0
8226,20000,1,1,2,10,0
21186,70000,1,3,1,10,0
9544,240000,2,3,1,10,1
11182,140000,2,1,2,10,0
25227,80000,2,2,2,10,0
25539,50000,2,2,1,10,0
10373,200000,2,1,2,10,0
14794,20000,1,1,2,10,1
8012,500000,1,1,2,10,0
25839,210000,2,1,2,10,1
2040,200000,2,3,1,10,0
23725,70000,2,3,2,10,0
13775,300000,2,1,2,10,0
6161,370000,1,1,1,10,1
18851,270000,2,1,2,10,0
7363,530000,1,1,2,10,0
4916,50000,1,2,1,10,0
24223,500000,1,2,2,10,0
25773,420000,2,2,1,10,0
17647,340000,2,1,1,10,0
28780,200000,2,1,1,10,0
7281,420000,2,3,2,10,0
17011,20000,2,2,2,10,0
16078,110000,2,2,1,10,0
3583,250000,2,2,1,10,0
25194,30000,2,2,2,10,1
16083,50000,2,2,2,10,0
11494,50000,2,2,1,10,0
28335,260000,2,1,2,10,0
26779,240000,1,1,2,10,0
964,30000,1,2,2,10,0
10072,150000,2,1,2,10,0
21251,340000,1,2,1,10,0
15803,100000,2,2,2,10,0
14998,50000,1,2,2,10,0
2499,50000,1,3,1,10,1
14985,150000,1,1,1,10,0
288,440000,2,2,1,10,0
23447,80000,2,2,1,10,1
17887,220000,1,1,2,10,0
17547,50000,2,3,1,10,1
20169,160000,2,1,2,10,0
21551,20000,2,2,2,10,0
20837,180000,1,2,2,10,0
8873,500000,2,2,2,10,0
4025,120000,2,2,1,10,0
1490,50000,2,1,2,10,1
25613,50000,2,2,2,10,0
25673,170000,2,2,1,10,0
14477,250000,2,1,1,10,0
27202,360000,1,2,1,10,0
18307,230000,2,3,0,10,0
22037,250000,2,1,2,10,0
10721,390000,1,2,2,10,0
28957,500000,2,1,2,10,0
4037,150000,2,3,1,10,1
4864,290000,2,1,1,10,1
1744,90000,1,1,2,10,0
28609,140000,2,2,1,10,0
15217,80000,2,2,2,10,0
14791,20000,1,3,1,10,0
4729,50000,2,1,2,10,1
13880,200000,2,1,2,10,0
18551,150000,2,1,2,10,1
24652,150000,1,1,1,10,0
9082,120000,2,1,1,10,0
26796,260000,1,2,1,10,0
12677,200000,1,3,1,10,1
26540,200000,2,3,1,10,0
10431,30000,1,2,2,10,0
18867,170000,2,2,1,10,0
25185,20000,2,2,2,10,0
21082,240000,1,1,2,10,0
21807,140000,2,1,2,10,0
17320,200000,2,1,2,10,1
20351,360000,1,2,2,10,0
27293,450000,1,1,1,10,0
5579,120000,2,3,1,10,0
7672,200000,1,1,2,10,0
14293,50000,2,2,2,10,1
12649,160000,2,2,1,10,0
1519,290000,2,1,2,10,0
2513,340000,1,1,1,10,1
4264,30000,2,3,3,10,1
23314,220000,2,1,2,10,0
12305,50000,2,3,1,10,0
25844,170000,2,5,1,10,0
17273,160000,2,3,2,10,0
568,360000,1,1,2,10,0
3872,50000,1,2,2,10,1
22370,290000,2,1,2,10,0
23370,270000,2,1,2,10,0
11749,100000,2,1,1,10,0
12480,60000,2,2,1,10,0
12796,180000,2,1,1,10,0
8925,200000,2,2,1,10,0
11866,280000,1,2,2,10,0
6740,10000,2,2,2,10,0
3769,180000,2,1,2,10,0
14367,130000,1,3,1,10,1
3169,20000,1,2,2,10,0
17712,220000,2,1,1,10,0
28283,110000,2,2,1,10,1
